REF_PATRON;REF_VARIANTE;EAN;STOCK;NOMBRE;MARCA;IMAGEN;CATEGORIA;CATEGORIA_PADRE;COLOR;TALLAJE
0000148;;8435585002781;283;"BALÓN FÚTBOL 11 SOFTEE VINTAGE";Softee;https://cdn.jimsports.shop/4/2/6/9/4269.jpg;Balones;Fútbol;;
0000505;;8445090018863;1085;"BALÓN FÚTBOL 11 GALAXY R11";Softee;https://cdn.jimsports.shop/5/8/8/5/5885.jpg;Balones;Fútbol;;
0000507;;8445090018887;425;"BALÓN FÚTBOL SALA GALAXY SALA";Softee;https://cdn.jimsports.shop/5/8/8/6/5886.jpg;Balones;"Fútbol sala";;
0001721;;8435406800442;2317;"BALÓN VOLEIBOL SOFTEE SILVI";Softee;https://cdn.jimsports.shop/5/3/5/0/5350.jpg;Balones;Voleibol;;
0003002;;8435406800725;242;"BALÓN RUGBY SOFTEE DERBY";Softee;https://cdn.jimsports.shop/5/3/0/7/5307.jpg;Balones;Rugby;;
0003003;;8435585033242;673;"BALÓN RUGBY SOFTEE GLOBAL";Softee;https://cdn.jimsports.shop/4/3/9/5/4395.jpg;Balones;Rugby;;
0003006;;8445090018900;277;"BALÓN RUGBY SOFTEE SENSI";Softee;https://cdn.jimsports.shop/5/8/8/9/5889.jpg;Balones;Rugby;;
0003101;;8445090018894;51;"BALÓN WATERPOLO SOFTEE AQUA";Softee;https://cdn.jimsports.shop/5/8/8/7/5887.jpg;Balones;Waterpolo;;
0003604;;8435585005737;258;"HINCHADOR PELOTA GIGANTE";Softee;https://cdn.jimsports.shop/5/0/5/8/5058.jpg;"Actividades dirigidas";Fitness;;
0003605P;;8445090092139;143;"LOTE 5 TAPONES PELOTAS GIGANTES";Softee;https://cdn.jimsports.shop/6/1/6/1/6161.jpg;"Actividades dirigidas";Fitness;;
0003606P;;8445090094669;146;"LOTE 5 EXTRACTORES TAPON PELOTAS GIGANTES";Softee;https://cdn.jimsports.shop/6/2/1/6/6216.jpg;"Actividades dirigidas";Fitness;;
0003664;;8435585028439;6217;"PELOTA CANGURO 45CM";Softee;https://cdn.jimsports.shop/4/2/8/3/4283.jpg;Accesorios;Juegos;;
0004002P;;8445090092627;580;"LOTE 12 SILBATOS METÁLICOS";Softee;https://cdn.jimsports.shop/6/1/8/9/6189.jpg;Accesorios;Árbitro;;
0004011P;;8445090092399;86;"LOTE 10 CORREAS PARA SILBATO 50CM";Softee;https://cdn.jimsports.shop/6/1/7/2/6172.jpg;Accesorios;Árbitro;;
0004012P;;8445090092214;79;"LOTE 12 CORREAS PARA SILBATO PEQUEÑA 25CM";Softee;https://cdn.jimsports.shop/6/1/6/6/6166.jpg;Accesorios;Árbitro;;
0004013;;8435406801319;1562;"SET ARBITRO SENCILLO";Softee;https://cdn.jimsports.shop/4/3/7/7/4377.jpg;Accesorios;Árbitro;;
0004014P;;8445090092313;85;"LOTE 12 CORREAS PARA SILBATO 50CM CON AGARRE DE PLÁSTICO";Softee;https://cdn.jimsports.shop/1/4/9/0/6/14906.jpg;Accesorios;Árbitro;;
0004015;;8435406801326;616;"SET TARJETA ÁRBITRO COLOR ROJA /AMARILLA";Softee;https://cdn.jimsports.shop/5/0/5/9/5059.jpg;Accesorios;Árbitro;;
0004020;;8435406801340;119;"TARJETERO DELUXE";Softee;https://cdn.jimsports.shop/5/3/2/9/5329.jpg;Accesorios;Árbitro;;
0004028;;8435585038544;428;"SET MULTIDEPORTE PARA ENTRENADOR/ARBITRO";Softee;https://cdn.jimsports.shop/5/5/5/3/5553.jpg;Accesorios;Árbitro;;
0004030;;8435407156104;240;"SILBATO ELÉCTRICO SOFTEE";Softee;https://cdn.jimsports.shop/5/7/5/1/5751.jpg;Accesorios;Árbitro;;
0004073;;8435406801586;0;"MARCADOR DE MESA DELUXE";Softee;https://cdn.jimsports.shop/4/2/9/8/4298.jpg;Accesorios;Árbitro;;
0004074;;8435585002361;167;"MARCADOR CAMBIOS CHACOTES";Softee;https://cdn.jimsports.shop/5/0/4/6/5046.jpg;Accesorios;Árbitro;;
0004075;;8435585030302;241;"MARCADOR CAMBIOS CHACOTES MEDIO";Softee;https://cdn.jimsports.shop/5/3/3/6/5336.jpg;Accesorios;Árbitro;;
0004076;;8445090161057;115;"KIT ENTRENADOR SOFTEE COACH";Softee;https://cdn.jimsports.shop/5/7/4/6/5746.jpg;"Complementos entrenador";Entrenamiento;;
0004077;;8435407156067;4;"SILBATO SOFTEE FREQUENCY";Softee;https://cdn.jimsports.shop/5/7/4/7/5747.jpg;Accesorios;Árbitro;;
0004086;;8435585002378;1492;"BOMBA DE HINCHADO DOBLE ACCIÓN";Softee;https://cdn.jimsports.shop/4/3/7/8/4378.jpg;"Complementos balones";Entrenamiento;;
0004092P;;8445090092207;0;"LOTE 10 AGUJAS HINCHADO ANCHAS";Softee;https://cdn.jimsports.shop/6/1/6/4/6164.jpg;"Complementos balones";Entrenamiento;;
0004093P;;8445090092221;4190;"LOTE 10 AGUJAS HINCHADO ESTRECHA PVC";Softee;https://cdn.jimsports.shop/6/1/6/7/6167.jpg;"Complementos balones";Entrenamiento;;
0004094P;;8445090095284;29;"LOTE 10 AGUJAS HINCHADO ESTRECHA PVC ROX";Rox;https://cdn.jimsports.shop/4/6/0/2/4602.jpg;"Complementos balones";Entrenamiento;;
0004095P;;8445090092405;4;"LOTE 10 AGUJAS HINCHADO PELOTA CON ADAPTADOR PARA VÁLVULA FINA";Softee;https://cdn.jimsports.shop/6/1/7/3/6173.jpg;"Complementos balones";Entrenamiento;;
0004096;;8435406801654;15;"MEDIDOR PRESIÓN-BOLÍGRAFO";Softee;https://cdn.jimsports.shop/4/3/2/4/4324.jpg;Accesorios;Árbitro;;
0004097;;8435406801661;96;"MEDIDOR PRESIÓN-PROFESIONAL";Softee;https://cdn.jimsports.shop/5/4/5/5/5455.jpg;Accesorios;Árbitro;;
0004099P;;8445090092238;113;"LOTE 10 AGUJAS HINCHADO PELOTA";Softee;https://cdn.jimsports.shop/6/1/6/8/6168.jpg;"Complementos balones";Entrenamiento;;
0004102;;8435406801678;1723;"BOMBÍN MANUAL DELUXE";Softee;https://cdn.jimsports.shop/5/3/0/9/5309.jpg;"Complementos balones";Entrenamiento;;
0004113;;8445090161316;324;"COMPRESOR ELÉCTRICO TORNADO";Softee;https://cdn.jimsports.shop/5/7/5/2/5752.jpg;"Complementos balones";Entrenamiento;;
0004115;;8445090053543;926;"RED PORTA 8 BALONES DELUXE";Softee;https://cdn.jimsports.shop/6/0/7/6/6076.jpg;Portamaterial;Entrenamiento;;
0004116;;8445090161323;0;"COMPRESOR ELÉCTRICO RAIDER";Softee;https://cdn.jimsports.shop/5/7/5/3/5753.jpg;"Complementos balones";Entrenamiento;;
0004117;;8435406801753;480;"RED PORTA 20 BALONES";Softee;https://cdn.jimsports.shop/4/2/9/9/4299.jpg;Portamaterial;Entrenamiento;;
0004119;;8435407123212;1569;"RED PORTA 20 BALONES DELUXE";Softee;https://cdn.jimsports.shop/5/6/6/5/5665.jpg;Portamaterial;Entrenamiento;;
0004120;;8435406801784;549;"BOLSA JUMBO CAPACIDAD 30 BALONES";Softee;https://cdn.jimsports.shop/5/3/7/1/5371.jpg;Portamaterial;Entrenamiento;;
0004133;;8435406801838;0;"CARRO PORTABALONES METÁLICO NEW 30/35 BALONES";"Softee Equipment";https://cdn.jimsports.shop/5/4/5/6/5456.jpg;Portamaterial;Entrenamiento;;
0004137;;8435406801876;71;"SOPORTE PELOTAS GIGANTES -PARED-";Softee;https://cdn.jimsports.shop/4/3/0/0/4300.jpg;Portamaterial;Entrenamiento;;
0004139;;8435585001746;41;"SOPORTE PELOTAS GIGANTES -PIE-";Softee;https://cdn.jimsports.shop/5/2/0/8/5208.jpg;Portamaterial;Entrenamiento;;
0004148;;8445090024284;3;"CESTA PORTAMATERIAL";Softee;https://cdn.jimsports.shop/5/9/2/1/5921.jpg;Portamaterial;Entrenamiento;;
0004504;;8435585005614;252;"CINTA SUJECIÓN RÓTULA SOFTEE";Softee;https://cdn.jimsports.shop/4/3/5/7/4357.jpg;Protecciones;Entrenamiento;;
0004505;;8435585005621;267;"CINTA DE SUJECIÓN CODO SOFTEE";Softee;https://cdn.jimsports.shop/5/0/9/9/5099.jpg;Protecciones;Entrenamiento;;
0004549;;8435406887719;368;"FAJA LUMBAR NEOPRENO SIN PROTECCIONES SOFTEE TALLA UNICA";Softee;https://cdn.jimsports.shop/5/1/1/2/5112.jpg;Protecciones;Entrenamiento;;
0004552;;8435406802101;4557;"MUÑEQUERA NEOPRENO SOFTEE";Softee;https://cdn.jimsports.shop/5/1/0/1/5101.jpg;Protecciones;Entrenamiento;;
0004553;;8435406802118;333;"CODERA NEOPRENO SOFTEE";Softee;https://cdn.jimsports.shop/5/4/7/5/5475.jpg;Protecciones;Entrenamiento;;
0004554;;8435406802125;234;"RODILLERA NEOPRENO SOFTEE";Softee;https://cdn.jimsports.shop/4/3/1/5/4315.jpg;Protecciones;Entrenamiento;;
0004556;;8435406802149;82;"TOBILLERA NEOPRENO SOFTEE";Softee;https://cdn.jimsports.shop/5/3/7/2/5372.jpg;Protecciones;Entrenamiento;;
0004600P;;8445090092412;340;"LOTE 5 ROTULADORES/BORRADORES PARA CARPETA Y PIZARRA NEUTRA";Softee;https://cdn.jimsports.shop/6/1/7/4/6174.jpg;"Complementos entrenador";Entrenamiento;;
0004601;;8435406802217;410;"CARPETA TÁCTICA PROFESIONAL FÚTBOL";Softee;https://cdn.jimsports.shop/4/9/1/7/4917.jpg;"Complementos entrenador";Entrenamiento;;
0004602;;8435406802224;1122;"CARPETA TÁCTICA PROFESIONAL BALONCESTO";Softee;https://cdn.jimsports.shop/4/2/7/0/4270.jpg;"Complementos entrenador";Entrenamiento;;
0004604;;8435406802248;638;"CARPETA TÁCTICA PROFESIONAL FÚTBOL SALA / BALONMANO";Softee;https://cdn.jimsports.shop/4/3/0/3/4303.jpg;"Complementos entrenador";Entrenamiento;;
0004605;;8445090022952;492;"CARPETA TÁCTICA PROFESIONAL A4 FÚTBOL";Softee;https://cdn.jimsports.shop/5/8/9/5/5895.jpg;"Complementos entrenador";Entrenamiento;;
0004606;;8445090022969;473;"CARPETA TÁCTICA PROFESIONAL A4 BALONCESTO";Softee;https://cdn.jimsports.shop/5/9/0/4/5904.jpg;"Complementos entrenador";Entrenamiento;;
0004607;;8445090023973;289;"CARPETA BALONCESTO REVERSIBLE SOFTEE PLUS";Softee;https://cdn.jimsports.shop/5/9/0/5/5905.jpg;"Complementos entrenador";Entrenamiento;;
0004608;;8445090023980;456;"CARPETA FÚTBOL REVERSIBLE SOFTEE PLUS";Softee;https://cdn.jimsports.shop/5/9/0/8/5908.jpg;"Complementos entrenador";Entrenamiento;;
0004609;;8445090023997;65;"CARPETA FÚTBOL SALA/BALONMANO REVERSIBLE SOFTEE PLUS";Softee;https://cdn.jimsports.shop/5/9/1/0/5910.jpg;Accesorios;Balonmano;;
0004610;;8445090024000;349;"CARPETA NEUTRA SOFTEE PLUS";Softee;https://cdn.jimsports.shop/5/9/1/4/5914.jpg;"Complementos entrenador";Entrenamiento;;
0004611;;8445090024017;340;"ESTUCHE TÁCTICO FÚTBOL SOFTEE PREMIER";Softee;https://cdn.jimsports.shop/5/9/1/5/5915.jpg;"Complementos entrenador";Entrenamiento;;
0004612;;8445090024024;215;"CARPETA TÁCTICA FÚTBOL SOFTEE MATCH";Softee;https://cdn.jimsports.shop/5/9/1/1/5911.jpg;"Complementos entrenador";Entrenamiento;;
0004652;;8435406802453;87;"CARPETA TÁCTICA VELEDA BALONCESTO";Softee;https://cdn.jimsports.shop/4/3/0/6/4306.jpg;"Complementos entrenador";Entrenamiento;;
0004653;;8435406802460;843;"CARPETA TÁCTICA VELEDA FÚTBOL-SALA/BALONMANO";Softee;https://cdn.jimsports.shop/4/3/2/5/4325.jpg;"Complementos entrenador";Entrenamiento;;
0004680;;8435585058542;123;"CARPETA FÚTBOL DIAMOND";Softee;https://cdn.jimsports.shop/5/5/6/4/5564.jpg;"Complementos entrenador";Entrenamiento;;
0004681;;8435585058559;721;"CARPETA BALONCESTO DIAMOND";Softee;https://cdn.jimsports.shop/5/5/6/5/5565.jpg;"Complementos entrenador";Entrenamiento;;
0004685;;8435585058580;25;"SET FALTAS PERSONALES BALONCESTO";Softee;https://cdn.jimsports.shop/5/5/6/6/5566.jpg;Baloncesto;Equipamiento;;
0004686;;8445090161002;280;"CARPETA BALONMANO/FÚTBOL SALA DIAMOND";Softee;https://cdn.jimsports.shop/5/7/3/2/5732.jpg;"Complementos entrenador";Entrenamiento;;
0004688;;8445090161019;329;"CARPETA TÁCTICA FÚTBOL ELITE";Softee;https://cdn.jimsports.shop/5/7/3/4/5734.jpg;"Complementos entrenador";Entrenamiento;;
0004689;;8435407155701;90;"ESTUCHE TÁCTICO FÚTBOL DIAMOND";Softee;https://cdn.jimsports.shop/5/7/3/3/5733.jpg;"Complementos entrenador";Entrenamiento;;
0004690;;8445090161026;251;"ESTUCHE TÁCTICO BALONCESTO DIAMOND";Softee;https://cdn.jimsports.shop/5/7/3/5/5735.jpg;"Complementos entrenador";Entrenamiento;;
0004691;;8445090161033;21;"ESTUCHE TÁCTICO VOLEIBOL DIAMOND";Softee;https://cdn.jimsports.shop/5/7/3/6/5736.jpg;"Complementos entrenador";Entrenamiento;;
0004692;;8445090161040;210;"ESTUCHE TÁCTICO BALONMANO/FÚTBOL SALA DIAMOND";Softee;https://cdn.jimsports.shop/5/7/3/7/5737.jpg;"Complementos entrenador";Entrenamiento;;
0004708;;8435406802712;2;"PIZARRA MAGNÉTICA CERCO DE ALUMINIO 60 X 90 CM VOLEIBOL";Softee;https://cdn.jimsports.shop/1/4/9/0/7/14907.jpg;OUTLET;OUTLET;;
0004770;;4003493001109;34;"BOTE RESINA 250GRS BALONES BALONMANO";Softee;https://cdn.jimsports.shop/5/3/5/1/5351.jpg;Accesorios;Balonmano;;
0004773;;8445090024475;106;"PIZARRA NEUTRA 25X35CM SOFTEE CON SOPORTE";Softee;https://cdn.jimsports.shop/5/9/3/2/5932.jpg;"Complementos entrenador";Entrenamiento;;
0004774;;8445090024307;637;"PIZARRA ELECTRONICA 12' SOFTEE MAGIC";Softee;https://cdn.jimsports.shop/5/9/2/7/5927.jpg;"Complementos entrenador";Entrenamiento;;
0004775;;8445090024680;171;"SOPORTE CON PIZARRA SOFTEE";Softee;https://cdn.jimsports.shop/5/9/2/9/5929.jpg;"Complementos entrenador";Entrenamiento;;
0004776;;8445090024314;204;"FUNDA/PIZARRA MULTIUSOS/MULTIDEPORTE";Softee;https://cdn.jimsports.shop/5/9/3/1/5931.jpg;"Complementos entrenador";Entrenamiento;;
0004777;;8445090024321;101;"PORTA ROTULADORES IMANTADO SOFTEE PARA PIZARRA";Softee;https://cdn.jimsports.shop/5/9/3/3/5933.jpg;"Complementos entrenador";Entrenamiento;;
0004778;;8445090024338;330;"PIZARRA MAGNÉTICA NEUTRA CERCO DE ALUMINIO 45X60CM";Softee;https://cdn.jimsports.shop/5/9/2/6/5926.jpg;"Complementos entrenador";Entrenamiento;;
0004779;;8445090024345;89;"PIZARRA MAGNÉTICA NEUTRA CERCO DE ALUMINIO 60X90CM";Softee;https://cdn.jimsports.shop/5/9/2/4/5924.jpg;"Complementos entrenador";Entrenamiento;;
0004780;;8445090024352;195;"BORRADOR SOFTEE CLEAN PARA PIZARRA";Softee;https://cdn.jimsports.shop/5/9/2/2/5922.jpg;"Complementos entrenador";Entrenamiento;;
0004910;;8445090111694;480;"CARPETA NEUTRA SOFTEE NARANJA";Softee;https://cdn.jimsports.shop/4/6/8/2/4682.jpg;"Complementos entrenador";Entrenamiento;;
0005999;;8445090102111;1042;"RAQUETA BADMINTON SOFTEE B2000 NARANJA";Softee;https://cdn.jimsports.shop/6/2/3/4/6234.jpg;Raquetas;Bádminton;;
0006021;;8435406803184;493;"VOLANTES BADMINTON PLÁSTICO 12UDS";Softee;https://cdn.jimsports.shop/5/4/2/9/5429.jpg;Accesorios;Bádminton;;
0006081P;;8445090092559;30;"LOTE 5 CORDAJES BÁDMINTON 10 m";Softee;https://cdn.jimsports.shop/6/1/8/1/6181.jpg;Accesorios;Bádminton;;
0006100;;8435585034102;1079;"RAQUETA BADMINTON SOFTEE B500 NEW";Softee;https://cdn.jimsports.shop/5/5/1/4/5514.jpg;Raquetas;Bádminton;;
0006105;;8435406803290;738;"RAQUETA BADMINTON SOFTEE B500 JUNIOR";Softee;https://cdn.jimsports.shop/4/9/2/1/4921.jpg;Raquetas;Bádminton;;
0006106;;8435406803306;6;"RAQUETA BADMINTON SOFTEE B600 JUNIOR";Softee;https://cdn.jimsports.shop/4/3/8/4/4384.jpg;Raquetas;Bádminton;;
0006107;;8435406803313;330;"RAQUETA BADMINTON SOFTEE B700 JUNIOR";Softee;https://cdn.jimsports.shop/5/4/7/1/5471.jpg;Raquetas;Bádminton;;
0006108;;8435406803320;493;"RAQUETA BADMINTON SOFTEE B800 JUNIOR";Softee;https://cdn.jimsports.shop/4/3/7/1/4371.jpg;Raquetas;Bádminton;;
0006406;;8435406803429;14931;"BOLSA 3 PELOTAS DE TENIS SOFTEE INICIACIÓN DELUXE";Softee;https://cdn.jimsports.shop/5/4/7/2/5472.jpg;Accesorios;Tenis;;
0006407;;8445090040659;395;"PELOTA SOFTEE MINITENIS/MINIPADEL 7,5CM";Softee;https://cdn.jimsports.shop/6/0/0/6/6006.jpg;Accesorios;Pádel;;
0006411;;8435406803474;0;"SET MINITENIS/MINIBADMINTON METÁLICO";Softee;https://cdn.jimsports.shop/5/4/1/7/5417.jpg;"Juegos exterior";Juegos;;
0006412;;8435585043456;1105;"BOLSA 3 PELOTAS SOFTEE DE MINITENIS";Softee;https://cdn.jimsports.shop/5/5/5/0/5550.jpg;Accesorios;Tenis;;
0006415;;8435407154179;1421;"BOLSA 3 PELOTAS SOFTEE DE BEACH TENNIS";Softee;https://cdn.jimsports.shop/5/7/2/7/5727.jpg;"Tenis beach";"Actividades acuáticas";;
0006560;;8445090024734;424;"RAQUETA TENIS SOFTEE T600 MAX 21''";Softee;https://cdn.jimsports.shop/5/9/4/0/5940.jpg;Raquetas;Tenis;;
0006561;;8445090024741;691;"RAQUETA TENIS SOFTEE T700 MAX 23''";Softee;https://cdn.jimsports.shop/5/9/4/2/5942.jpg;Raquetas;Tenis;;
0006562;;8445090024758;663;"RAQUETA TENIS SOFTEE T800 MAX 25''";Softee;https://cdn.jimsports.shop/5/9/4/8/5948.jpg;Raquetas;Tenis;;
0006563;;8445090024765;945;"RAQUETA TENIS SOFTEE T1000 MAX 27''";Softee;https://cdn.jimsports.shop/5/9/4/6/5946.jpg;Raquetas;Tenis;;
0006690;;8445090076375;22;"POLVO ANTIDESLIZANTE ELITE GRIP";"Elite Grip";https://cdn.jimsports.shop/4/5/2/7/4527.jpg;Accesorios;Pádel;;
0006697;;8445090024260;134;"CARRO ELEGANCE PORTAPELOTAS TENIS/PÁDEL";Softee;https://cdn.jimsports.shop/5/9/2/0/5920.jpg;Accesorios;Pádel;;
0006698;;8435406803665;158;"CESTA PORTAPELOTAS TENIS/PÁDEL ESTRUCTURA METÁLICA SOFTEE";Softee;https://cdn.jimsports.shop/5/4/3/2/5432.jpg;Accesorios;Pádel;;
0006804;;8435406803702;3612;"RAQUETA TENIS DE MESA SOFTEE P030";Softee;https://cdn.jimsports.shop/5/0/5/7/5057.jpg;Raquetas;"Tenis de mesa";;
0006805;;8435406803740;541;"RAQUETA TENIS DE MESA SOFTEE P300";Softee;https://cdn.jimsports.shop/5/2/7/2/5272.jpg;Raquetas;"Tenis de mesa";;
0006806;;8435406803757;1107;"RAQUETA TENIS DE MESA SOFTEE P500";Softee;https://cdn.jimsports.shop/4/3/5/8/4358.jpg;Raquetas;"Tenis de mesa";;
0006807;;8435406803764;760;"RAQUETA TENIS DE MESA SOFTEE P700";Softee;https://cdn.jimsports.shop/5/2/6/5/5265.jpg;Raquetas;"Tenis de mesa";;
0006808;;8435585018102;1051;"RAQUETA TENIS DE MESA SOFTEE P900 PRO";Softee;https://cdn.jimsports.shop/5/1/1/3/5113.jpg;Raquetas;"Tenis de mesa";;
0006812;;8445090058128;235;"JUEGO RAQUETAS DE TENIS DE MESA CON 3 PELOTAS SOFTEE SATURN";Softee;https://cdn.jimsports.shop/6/7/2/8/6728.jpg;Raquetas;"Tenis de mesa";;
0006813;;8445090058135;447;"JUEGO RAQUETAS DE TENIS DE MESA CON 3 PELOTAS, SOPORTE Y RED SOFTEE URANUS";Softee;https://cdn.jimsports.shop/6/7/2/3/6723.jpg;Raquetas;"Tenis de mesa";;
0006815;;8445090072902;469;"CAJA 6 PELOTAS TENIS DE MESA ABS BICOLOR SFT";Softee;https://cdn.jimsports.shop/4/5/3/3/4533.jpg;Accesorios;"Tenis de mesa";;
0006870;;;42;"SOPORTE PELOTAS TENIS DE MESA";Softee;https://cdn.jimsports.shop/4/5/1/2/4512.jpg;Accesorios;"Tenis de mesa";;
0006911;;8435406803849;194;"SOPORTE RED TENIS DE MESA PERFECCIONAMIENTO CON PINZA";Softee;https://cdn.jimsports.shop/5/5/5/9/5559.jpg;Accesorios;"Tenis de mesa";;
0006912;;8435406803856;170;"SOPORTE RED TENIS DE MESA COMPETICIÓN CON PINZA";Softee;https://cdn.jimsports.shop/4/2/8/8/4288.jpg;Accesorios;"Tenis de mesa";;
0006920;;8435585003818;836;"SOPORTE RED TENIS DE MESA REGULABLE";Softee;https://cdn.jimsports.shop/4/3/0/5/4305.jpg;Accesorios;"Tenis de mesa";;
0007011;;8435406803863;810;"RED TENIS DE MESA";Softee;https://cdn.jimsports.shop/4/3/1/7/4317.jpg;Accesorios;"Tenis de mesa";;
0007144;;8435585078731;83;"MESA TENIS DE MESA INTERIOR TABERNAS AZUL";Softee;https://cdn.jimsports.shop/5/7/3/0/5730.jpg;Mesas;"Tenis de mesa";;
0007162;;8445090131890;41;"MESA TENIS DE MESA EXTERIOR TABARCA 7.0";Softee;https://cdn.jimsports.shop/4/8/4/5/4845.jpg;Mesas;"Tenis de mesa";;
0007287;;8435406804532;72;"RED TENIS DE MESA METALICA ANTIVANDALICA 3.5 y 7.0";Softee;https://cdn.jimsports.shop/5/3/8/9/5389.jpg;Accesorios;"Tenis de mesa";;
0007364;;8445090161330;5;"PICA PARA VALLA EXTENSIBLE ROJO/BLANCO";Softee;https://cdn.jimsports.shop/5/7/6/6/5766.jpg;Accesorios;Entrenamiento;;
0007380;;8435406804884;851;"PANEL SEÑALIZACION PARA PICA";Softee;https://cdn.jimsports.shop/4/3/7/2/4372.jpg;Accesorios;Psicomotricidad;;
0007381;;8435406804891;0;"PIEZA PARA PICA REGULABLE EN ALTURA";Softee;https://cdn.jimsports.shop/4/3/7/3/4373.jpg;Accesorios;Psicomotricidad;;
0007431;;8435406805157;6;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PRIORIDAD Nº 1 (STOP)";Softee;https://cdn.jimsports.shop/5/4/7/3/5473.jpg;Accesorios;Psicomotricidad;;
0007432;;8435406805164;9;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PRIORIDAD Nº 2 (CEDA)";Softee;https://cdn.jimsports.shop/5/4/7/4/5474.jpg;Accesorios;Psicomotricidad;;
0007433;;8435406805171;33;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 1 (INTERSECCIÓN GIRATORIA)";Softee;https://cdn.jimsports.shop/5/4/4/8/5448.jpg;Accesorios;Psicomotricidad;;
0007434;;8435406805188;22;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº2 (PEATONES)";Softee;https://cdn.jimsports.shop/5/4/4/9/5449.jpg;Accesorios;Psicomotricidad;;
0007435;;8435406805195;9;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 3 (INTERSECCIÓN)";Softee;https://cdn.jimsports.shop/4/3/6/0/4360.jpg;Accesorios;Psicomotricidad;;
0007436;;8435406805201;13;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 4 (NIVEL SIN BARRERAS)";Softee;https://cdn.jimsports.shop/5/3/5/2/5352.jpg;Accesorios;Psicomotricidad;;
0007437;;8435406805218;20;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 5 (NIVEL CON BARRERAS)";Softee;https://cdn.jimsports.shop/4/3/0/7/4307.jpg;Accesorios;Psicomotricidad;;
0007438;;8435406805225;5;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 6 (DOS SENTIDOS)";Softee;https://cdn.jimsports.shop/5/2/1/4/5214.jpg;Accesorios;Psicomotricidad;;
0007439;;8435406805232;19;"PANEL DE SEÑALIZACION TRAFICO DE PELIGRO Nº 7 (OBRAS)";Softee;https://cdn.jimsports.shop/4/9/8/0/4980.jpg;Accesorios;Psicomotricidad;;
0007440;;8435406805249;11;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 8 (NIÑOS)";Softee;https://cdn.jimsports.shop/4/2/9/0/4290.jpg;Accesorios;Psicomotricidad;;
0007441;;8435406805256;11;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 9 (ESTRECHAMIENTO)";Softee;https://cdn.jimsports.shop/4/3/6/2/4362.jpg;Accesorios;Psicomotricidad;;
0007442;;8435406805263;10;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 10 (SEMAFOROS)";Softee;https://cdn.jimsports.shop/5/0/1/3/5013.jpg;Accesorios;Psicomotricidad;;
0007443;;8435406805270;15;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 11 (CURVA DERECHA)";Softee;https://cdn.jimsports.shop/5/0/1/1/5011.jpg;Accesorios;Psicomotricidad;;
0007444;;8435406805287;9;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PELIGRO Nº 12 (CURVA IZQUIERDA)";Softee;https://cdn.jimsports.shop/4/3/8/5/4385.jpg;Accesorios;Psicomotricidad;;
0007445;;8435406805294;36;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PROHIBICIÓN Nº 1 (DIRECCIÓN CONTRARIA)";Softee;https://cdn.jimsports.shop/5/4/4/6/5446.jpg;Accesorios;Psicomotricidad;;
0007446;;8435406805300;4;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PROHIBICIÓN Nº 2 (CICLOS)";Softee;https://cdn.jimsports.shop/4/3/0/8/4308.jpg;Accesorios;Psicomotricidad;;
0007447;;8435406805317;11;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PROHIBICIÓN Nº 3 (PROHIBIDO ESTACIONAR)";Softee;https://cdn.jimsports.shop/4/3/7/4/4374.jpg;Accesorios;Psicomotricidad;;
0007448;;8435406805324;18;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PROHIBICIÓN Nº 4 (GIRO DCHA)";Softee;https://cdn.jimsports.shop/5/4/5/0/5450.jpg;Accesorios;Psicomotricidad;;
0007449;;8435406805331;6;"PANEL DE SEÑALIZACIÓN TRÁFICO DE PROHIBICIÓN Nº 5 (GIRA IZQA)";Softee;https://cdn.jimsports.shop/5/3/2/8/5328.jpg;Accesorios;Psicomotricidad;;
0007450;;8435406805348;3;"PANEL DE SEÑALIZACIÓN TRÁFICO DE OBLIGACIÓN Nº 1 (SENTIDO)";Softee;https://cdn.jimsports.shop/5/2/6/6/5266.jpg;Accesorios;Psicomotricidad;;
0007451;;8435406805355;3;"PANEL DE SEÑALIZACIÓN TRÁFICO DE OBLIGACIÓN Nº 2 (SENTIDO DCHA - IZQ)";Softee;https://cdn.jimsports.shop/5/0/6/0/5060.jpg;Accesorios;Psicomotricidad;;
