REF_PATRON;REF_VARIANTE;EAN;STOCK;NOMBRE;MARCA;IMAGEN;CATEGORIA;CATEGORIA_PADRE;COLOR;TALLAJE
24239;24239.082.24;8435585040493;813;"PELOTA CAUCHO SOFTEE";Softee;https://cdn.jimsports.shop/1/0/8/9/1/10891.jpg;Accesorios;Juegos;"Estampado Militar";"240 mm"
24239;24239.A07.24;8435585040509;455;"PELOTA CAUCHO SOFTEE";Softee;https://cdn.jimsports.shop/1/0/8/9/5/10895.jpg;Accesorios;Juegos;Negro/Amarillo;"240 mm"
24292;24292.002.1;8445090073022;27;"SET 13 UDS GORROS BASIC WATERPOLO JUNIOR";Softee;https://cdn.jimsports.shop/7/2/2/3/7223.jpg;Complementos;Natación;Blanco;ÚNICA
24292;24292.028.1;8445090073039;7;"SET 13 UDS GORROS BASIC WATERPOLO JUNIOR";Softee;https://cdn.jimsports.shop/7/4/5/0/7450.jpg;Complementos;Natación;Azul;ÚNICA
24293;24293.002.1;8445090073046;26;"SET 13 UDS GORROS BASIC WATERPOLO SENIOR";Softee;https://cdn.jimsports.shop/7/2/2/6/7226.jpg;Complementos;Natación;Blanco;ÚNICA
24293;24293.028.1;8445090073053;3;"SET 13 UDS GORROS BASIC WATERPOLO SENIOR";Softee;https://cdn.jimsports.shop/7/4/5/5/7455.jpg;Complementos;Natación;Azul;ÚNICA
24330;;8445090072193;41;"BARRA DE MASAJE";Softee;https://cdn.jimsports.shop/4/5/3/1/4531.jpg;Musculación;Fitness;;
24331;;8445090072209;249;MULTI-TRIMER;Softee;https://cdn.jimsports.shop/4/5/3/2/4532.jpg;Musculación;Fitness;;
24341;24341.003.12;8445090100551;222;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/4/8/8948.jpg;Accesorios;Pádel;Rojo;"12 Pelotas"
24341;24341.003.15;8435585043487;372;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/4/8/8948.jpg;Accesorios;Pádel;Rojo;"15 Pelotas"
24341;24341.003.21;8445090100568;326;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/4/8/8948.jpg;Accesorios;Pádel;Rojo;"21 Pelotas"
24341;24341.007.15;8435585043494;350;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/4/9/8949.jpg;Accesorios;Pádel;Naranja;"15 Pelotas"
24341;24341.019.12;8435585043517;450;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/8/6/8986.jpg;Accesorios;Pádel;"Amarillo Flúor";"12 Pelotas"
24341;24341.019.15;8435585043524;444;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/8/6/8986.jpg;Accesorios;Pádel;"Amarillo Flúor";"15 Pelotas"
24341;24341.019.21;8435585043531;427;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/8/6/8986.jpg;Accesorios;Pádel;"Amarillo Flúor";"21 Pelotas"
24341;24341.028.15;8435585043654;468;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/6/2/8962.jpg;Accesorios;Pádel;Azul;"15 Pelotas"
24341;24341.033.12;8435585008103;618;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/6/1/8961.jpg;Accesorios;Pádel;Transparente;"12 Pelotas"
24341;24341.033.15;8435585008110;1058;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/6/1/8961.jpg;Accesorios;Pádel;Transparente;"15 Pelotas"
24341;24341.033.21;8435585008127;497;"TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL";Softee;https://cdn.jimsports.shop/8/9/6/1/8961.jpg;Accesorios;Pádel;Transparente;"21 Pelotas"
24342;24342.001.301;8435585059730;464;"COLCHONETA PILATES/YOGA SOFTEE DELUXE GROSOR 6MM";Softee;https://cdn.jimsports.shop/4/1/0/9/4109.jpg;Colchonetas;Equipamiento;Negro;"173X60X0,6 cm"
24342;24342.003.301;8435585059631;500;"COLCHONETA PILATES/YOGA SOFTEE DELUXE GROSOR 6MM";Softee;https://cdn.jimsports.shop/4/1/1/0/4110.jpg;Colchonetas;Equipamiento;Rojo;"173X60X0,6 cm"
24342;24342.028.301;8435585059648;276;"COLCHONETA PILATES/YOGA SOFTEE DELUXE GROSOR 6MM";Softee;https://cdn.jimsports.shop/4/1/0/8/4108.jpg;Colchonetas;Equipamiento;Azul;"173X60X0,6 cm"
24352;24352.001.1;8445090061371;67;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/2/12372.jpg;Portamaterial;Entrenamiento;Negro;1
24352;24352.002.1;8435585075839;71;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/6/9/12369.jpg;Portamaterial;Entrenamiento;Blanco;1
24352;24352.003.1;8445090061388;76;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/3/12373.jpg;Portamaterial;Entrenamiento;Rojo;1
24352;24352.004.1;8435585075846;24;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/6/7/12367.jpg;Portamaterial;Entrenamiento;Verde;1
24352;24352.005.1;8435585081205;85;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/6/8/12368.jpg;Portamaterial;Entrenamiento;Amarillo;1
24352;24352.007.1;8445090061395;73;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/5/12375.jpg;Portamaterial;Entrenamiento;Naranja;1
24352;24352.028.1;8435585081212;66;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/0/12370.jpg;Portamaterial;Entrenamiento;Azul;1
24352;24352.060.1;8445090061401;97;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/1/12371.jpg;Portamaterial;Entrenamiento;Morado;1
24352;24352.135.1;8445090061418;91;"BANASTA CON RUEDAS";Softee;https://cdn.jimsports.shop/1/2/3/7/4/12374.jpg;Portamaterial;Entrenamiento;"Verde Sft";1
24355;24355.UNI.10;8435585004891;99;"SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE";Softee;https://cdn.jimsports.shop/5/1/1/5/5115.jpg;"Entrenamiento funcional";Fitness;Único;"5 kg"
24355;24355.UNI.15;8435585004907;56;"SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE";Softee;https://cdn.jimsports.shop/5/1/1/5/5115.jpg;"Entrenamiento funcional";Fitness;Único;"10 kg"
24355;24355.UNI.20;8435585004914;48;"SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE";Softee;https://cdn.jimsports.shop/5/1/1/5/5115.jpg;"Entrenamiento funcional";Fitness;Único;"15 kg"
24355;24355.UNI.25;8435585004921;74;"SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE";Softee;https://cdn.jimsports.shop/5/1/1/5/5115.jpg;"Entrenamiento funcional";Fitness;Único;"20 kg"
24356;24356.UNI.10;8435585004938;42;"SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE";Softee;https://cdn.jimsports.shop/5/1/8/4/5184.jpg;"Entrenamiento funcional";Fitness;Único;"5 kg"
24356;24356.UNI.15;8435585004945;1;"SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE";Softee;https://cdn.jimsports.shop/5/1/8/4/5184.jpg;"Entrenamiento funcional";Fitness;Único;"10 kg"
24356;24356.UNI.20;8435585004952;46;"SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE";Softee;https://cdn.jimsports.shop/5/1/8/4/5184.jpg;"Entrenamiento funcional";Fitness;Único;"15 kg"
24356;24356.UNI.25;8435585004969;35;"SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE";Softee;https://cdn.jimsports.shop/5/1/8/4/5184.jpg;"Entrenamiento funcional";Fitness;Único;"20 kg"
24357;24357.003.12;8435585004976;28;"BALÓN ENTRENAMIENTO FUNCIONAL";Softee;https://cdn.jimsports.shop/5/1/2/2/5122.jpg;"Entrenamiento funcional";Fitness;Rojo;"7 kg"
24357;24357.004.14;8435585004983;41;"BALÓN ENTRENAMIENTO FUNCIONAL";Softee;https://cdn.jimsports.shop/5/1/2/2/5122.jpg;"Entrenamiento funcional";Fitness;Verde;"9 kg"
24357;24357.005.8;8435585004990;41;"BALÓN ENTRENAMIENTO FUNCIONAL";Softee;https://cdn.jimsports.shop/5/1/2/2/5122.jpg;"Entrenamiento funcional";Fitness;Amarillo;"3 kg"
24357;24357.028.10;8435585005003;3;"BALÓN ENTRENAMIENTO FUNCIONAL";Softee;https://cdn.jimsports.shop/5/1/2/2/5122.jpg;"Entrenamiento funcional";Fitness;Azul;"5 kg"
24358;24358.001.3;8435585005010;170;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/8/13048.jpg;"Entrenamiento funcional";Fitness;Negro;"2,10 cm"
24358;24358.003.2;8435585005027;145;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/7/13047.jpg;"Entrenamiento funcional";Fitness;Rojo;"1,30 cm"
24358;24358.004.5;8435585005034;191;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/5/0/13050.jpg;"Entrenamiento funcional";Fitness;Verde;"4,4 cm"
24358;24358.005.1;8435585005041;257;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/6/13046.jpg;"Entrenamiento funcional";Fitness;Amarillo;"0,65 cm"
24358;24358.007.7;8435585005058;147;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/0/13040.jpg;"Entrenamiento funcional";Fitness;Naranja;"8,3 cm"
24358;24358.008.4;8435585005065;20;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/9/13049.jpg;"Entrenamiento funcional";Fitness;Violeta;"3,2 cm"
24358;24358.011.8;8435585005072;197;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/4/1/13041.jpg;"Entrenamiento funcional";Fitness;Gris;"10,1 cm"
24358;24358.028.6;8435585005089;466;"BANDA DE RESISTENCIA";Softee;https://cdn.jimsports.shop/1/3/0/3/9/13039.jpg;"Entrenamiento funcional";Fitness;Azul;"6,4 cm"
24359;24359.001.23;8435585058870;54;"BOLSA DE ENTRENAMIENTO CON CARGA SOFTEE";Softee;https://cdn.jimsports.shop/5/5/7/4/5574.jpg;Musculación;Fitness;Negro;"18 kg"
24361;24361.011.1;8435406819703;7958;"PIE STEP SOFTEE";Softee;https://cdn.jimsports.shop/5/5/7/9/5579.jpg;"Actividades dirigidas";Fitness;Gris;ÚNICA
24363;24363.001.900;8435585058962;100;"RODILLO DE PILATES SOFTEE";Softee;https://cdn.jimsports.shop/5/5/7/8/5578.jpg;"Actividades dirigidas";Fitness;Negro;"90 cm"
24363;24363.B05.900;8435406821973;410;"RODILLO DE PILATES SOFTEE";Softee;https://cdn.jimsports.shop/5/5/7/8/5578.jpg;"Actividades dirigidas";Fitness;Azul/Amarillo;"90 cm"
24364;24364.001.300;8435585072135;0;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/5/5/8/1/5581.jpg;"Actividades dirigidas";Fitness;Negro;"30 cm"
24364;24364.001.600;8435585072142;209;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/0/13000.jpg;"Actividades dirigidas";Fitness;Negro;"60 cm"
24364;24364.004.300;8435585078724;28;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/1/2/6/7/11267.jpg;"Actividades dirigidas";Fitness;Verde;"30 cm"
24364;24364.004.600;8435585072159;287;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/1/13001.jpg;"Actividades dirigidas";Fitness;Verde;"60 cm"
24364;24364.006.300;8435585072166;63;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/2/0/13020.jpg;"Actividades dirigidas";Fitness;Royal;"30 cm"
24364;24364.006.600;8435585072173;228;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/2/13002.jpg;"Actividades dirigidas";Fitness;Royal;"60 cm"
24364;24364.007.300;8435585072180;183;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/1/2/7/6/11276.jpg;"Actividades dirigidas";Fitness;Naranja;"30 cm"
24364;24364.007.600;8435585072197;275;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/3/13003.jpg;"Actividades dirigidas";Fitness;Naranja;"60 cm"
24364;24364.008.300;8435585072203;259;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/2/9/9/7/12997.jpg;"Actividades dirigidas";Fitness;Violeta;"30 cm"
24364;24364.008.600;8435585072210;289;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/4/13004.jpg;"Actividades dirigidas";Fitness;Violeta;"60 cm"
24364;24364.010.300;8435585072227;256;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/0/9/7/7/10977.jpg;"Actividades dirigidas";Fitness;Rosa;"30 cm"
24364;24364.010.600;8435585072234;159;"RODILLO DE MASAJE SOFTEE";Softee;https://cdn.jimsports.shop/1/3/0/0/5/13005.jpg;"Actividades dirigidas";Fitness;Rosa;"60 cm"
24375P;24375P.084.32;8445090094607;102;"LOTE 5 PELOTAS SALTARINA BRILLANTE";Softee;https://cdn.jimsports.shop/6/2/1/2/6212.jpg;Accesorios;Juegos;Multicolor;"3,2 cm"
24377;24377.001.1;8445090128128;1928;"JUEGO PALAS ABS CON PELOTA SOFTEE PALM";Softee;https://cdn.jimsports.shop/5/6/7/2/5672.jpg;"Juegos exterior";Juegos;Negro;ÚNICA
24378;24378.004.1;8435407141483;0;"SET SHUTTLEBALL SOFTEE ADVANCED CON PELOTA";Softee;https://cdn.jimsports.shop/5/6/7/3/5673.jpg;"Juegos exterior";Juegos;Verde;ÚNICA
24379P;24379P.030.6U;8445090094744;37;"LOTE 6 INDIAKAS FÚTBOL FAST";Softee;https://cdn.jimsports.shop/1/1/6/6/1/11661.jpg;Indiaka;"Deportes alternativos";Multicolor;6
24380;24380.003.1;8435585074177;535;"BATE BÉISBOL FOAM CON PELOTA";Softee;https://cdn.jimsports.shop/1/1/6/2/7/11627.jpg;Bate;Béisbol;Rojo;ÚNICA
24380;24380.005.1;8435585074184;133;"BATE BÉISBOL FOAM CON PELOTA";Softee;https://cdn.jimsports.shop/1/1/6/2/9/11629.jpg;Bate;Béisbol;Amarillo;ÚNICA
24380;24380.028.1;8435585074191;726;"BATE BÉISBOL FOAM CON PELOTA";Softee;https://cdn.jimsports.shop/1/1/6/2/8/11628.jpg;Bate;Béisbol;Azul;ÚNICA
24381;24381.001.246;8445090098315;402;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/1/0/7510.jpg;Complementos;Natación;Negro;"150X100 cm"
24381;24381.001.35;8445090097660;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/1/0/7510.jpg;Complementos;Natación;Negro;"75X35 cm"
24381;24381.001.70;8445090097974;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/1/0/7510.jpg;Complementos;Natación;Negro;"140X70 cm"
24381;24381.011.246;8445090098360;415;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/5/7505.jpg;Complementos;Natación;Gris;"150X100 cm"
24381;24381.011.35;8445090097813;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/5/7505.jpg;Complementos;Natación;Gris;"75X35 cm"
24381;24381.011.70;8445090098070;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/5/7505.jpg;Complementos;Natación;Gris;"140X70 cm"
24381;24381.028.246;8445090098377;732;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/6/7506.jpg;Complementos;Natación;Azul;"150X100 cm"
24381;24381.028.35;8445090097875;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/6/7506.jpg;Complementos;Natación;Azul;"75X35 cm"
24381;24381.028.70;8445090098124;260;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/6/7506.jpg;Complementos;Natación;Azul;"140X70 cm"
24381;24381.036.106;8435585072678;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/5/6/7/9/5679.jpg;Complementos;Natación;Coral;"180X105 cm"
24381;24381.036.246;8445090098384;423;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/1/7501.jpg;Complementos;Natación;Coral;"150X100 cm"
24381;24381.036.35;8445090097912;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/1/7501.jpg;Complementos;Natación;Coral;"75X35 cm"
24381;24381.036.70;8445090098148;127;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/1/7501.jpg;Complementos;Natación;Coral;"140X70 cm"
24381;24381.060.246;8445090098407;487;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/8/7508.jpg;Complementos;Natación;Morado;"150X100 cm"
24381;24381.060.35;8445090098179;0;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/8/7508.jpg;Complementos;Natación;Morado;"75X35 cm"
24381;24381.060.70;8445090098186;272;"TOALLA SOFTEE SWEET";Softee;https://cdn.jimsports.shop/7/5/0/8/7508.jpg;Complementos;Natación;Morado;"140X70 cm"
24382;24382.002.1;8435585065090;4153;"VOLANTES BADMINTON SOFTEE 0.5 6UDS";Softee;https://cdn.jimsports.shop/1/1/8/9/4/11894.jpg;Accesorios;Bádminton;Blanco;ÚNICA
24382;24382.019.1;8435585065106;0;"VOLANTES BADMINTON SOFTEE 0.5 6UDS";Softee;https://cdn.jimsports.shop/1/1/9/1/4/11914.jpg;Accesorios;Bádminton;"Amarillo Flúor";ÚNICA
24384;24384.002.1;8435585073026;13438;"CAJA 6 PELOTAS PVC ESSENTIAL TENIS DE MESA";Softee;https://cdn.jimsports.shop/5/6/9/3/5693.jpg;Accesorios;"Tenis de mesa";Blanco;ÚNICA
24385;24385.MAD.27;8445090097349;231;"BATE BÉISBOL SOFTEE MADERA";Softee;https://cdn.jimsports.shop/1/1/5/7/1/11571.jpg;Bate;Béisbol;Madera;27''
24388;24388.001.504;8445090161439;294;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;31-33
24388;24388.001.505;8435585083483;72;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;34-36
24388;24388.001.506;8435585083490;151;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;37-39
24388;24388.001.507;8435585083506;144;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;40-42
24388;24388.001.508;8435585083513;106;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;43-45
24388;24388.001.514;8445090053468;402;"PAR DE ALETAS CORTAS DE PISCINA FAST";Softee;https://cdn.jimsports.shop/7/1/5/1/7151.jpg;Complementos;Natación;Negro;28-30
24389;24389.003.2;8435585071657;302;"PAR DE PALAS DE PISCINA BALANCE";Softee;https://cdn.jimsports.shop/3/1/9/0/3190.jpg;Accesorios;Natación;Rojo;PEQUEÑO
24389;24389.005.3;8435585071695;874;"PAR DE PALAS DE PISCINA BALANCE";Softee;https://cdn.jimsports.shop/3/2/1/8/3218.jpg;Accesorios;Natación;Amarillo;GRANDE
24389;24389.028.1;8435585071701;1145;"PAR DE PALAS DE PISCINA BALANCE";Softee;https://cdn.jimsports.shop/3/1/8/9/3189.jpg;Accesorios;Natación;Azul;MEDIANO
24393;24393.019.1;8435585072098;127;"VALLA DE SALTO DIAMOND REGULABLE";Softee;https://cdn.jimsports.shop/5/6/9/9/5699.jpg;Accesorios;Entrenamiento;"Amarillo Flúor";ÚNICA
24394;24394.003.1;8435585072494;94;"CINTURÓN AQUAERÓBIC";Softee;https://cdn.jimsports.shop/5/7/0/4/5704.jpg;Complementos;Natación;Rojo;ÚNICA
24394;24394.028.1;8435406813091;1026;"CINTURÓN AQUAERÓBIC";Softee;https://cdn.jimsports.shop/5/7/0/4/5704.jpg;Complementos;Natación;Azul;ÚNICA
24395;24395.003.1;8435585072500;0;"CINTURÓN APRENDIZAJE CIERRE SEGURIDAD";Softee;https://cdn.jimsports.shop/7/0/8/8/7088.jpg;Complementos;Natación;Rojo;JUNIOR
24395;24395.003.2;8435585072517;332;"CINTURÓN APRENDIZAJE CIERRE SEGURIDAD";Softee;https://cdn.jimsports.shop/7/0/8/8/7088.jpg;Complementos;Natación;Rojo;SENIOR
24395;24395.028.1;8435406813589;718;"CINTURÓN APRENDIZAJE CIERRE SEGURIDAD";Softee;https://cdn.jimsports.shop/5/7/0/5/5705.jpg;Complementos;Natación;Azul;JUNIOR
24395;24395.028.2;8435406813602;789;"CINTURÓN APRENDIZAJE CIERRE SEGURIDAD";Softee;https://cdn.jimsports.shop/5/7/0/5/5705.jpg;Complementos;Natación;Azul;SENIOR
24397;24397.003.4;8435585074429;163;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/7/2/3972.jpg;Accesorios;"Gimnasia rítmica";Rojo;"400 cm"
24397;24397.003.6;8435585074436;269;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/7/2/3972.jpg;Accesorios;"Gimnasia rítmica";Rojo;"600 cm"
24397;24397.004.4;8435585074443;188;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/6/3966.jpg;Accesorios;"Gimnasia rítmica";Verde;"400 cm"
24397;24397.004.6;8435585074450;439;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/6/3966.jpg;Accesorios;"Gimnasia rítmica";Verde;"600 cm"
24397;24397.005.4;8435585074467;216;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/0/3960.jpg;Accesorios;"Gimnasia rítmica";Amarillo;"400 cm"
24397;24397.005.6;8435585074474;282;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/0/3960.jpg;Accesorios;"Gimnasia rítmica";Amarillo;"600 cm"
24397;24397.007.4;8435585074481;152;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/0/3960.jpg;Accesorios;"Gimnasia rítmica";Naranja;"400 cm"
24397;24397.007.6;8435585074498;275;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/0/3960.jpg;Accesorios;"Gimnasia rítmica";Naranja;"600 cm"
24397;24397.028.4;8435585074504;181;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/9/5/3995.jpg;Accesorios;"Gimnasia rítmica";Azul;"400 cm"
24397;24397.028.6;8435585074511;272;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/9/5/3995.jpg;Accesorios;"Gimnasia rítmica";Azul;"600 cm"
24397;24397.030.6;8445090091231;636;"SET STICK + CINTA RÍTMICA";Softee;https://cdn.jimsports.shop/3/9/6/1/3961.jpg;Accesorios;"Gimnasia rítmica";Multicolor;"600 cm"
24398;24398.003.4;8435585074542;130;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/5/7/0/7/5707.jpg;Accesorios;"Gimnasia rítmica";Rojo;"400 cm"
24398;24398.003.6;8435585074559;239;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/5/7/0/7/5707.jpg;Accesorios;"Gimnasia rítmica";Rojo;"600 cm"
24398;24398.004.4;8435585074566;161;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/5/9/4/11594.jpg;Accesorios;"Gimnasia rítmica";Verde;"400 cm"
24398;24398.004.6;8435585074573;245;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/5/9/4/11594.jpg;Accesorios;"Gimnasia rítmica";Verde;"600 cm"
24398;24398.005.4;8435585074580;157;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/5/9/5/11595.jpg;Accesorios;"Gimnasia rítmica";Amarillo;"400 cm"
24398;24398.005.6;8435585074597;246;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/5/9/5/11595.jpg;Accesorios;"Gimnasia rítmica";Amarillo;"600 cm"
24398;24398.007.4;8445090042004;226;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/6/0/6/11606.jpg;Accesorios;"Gimnasia rítmica";Naranja;"400 cm"
24398;24398.007.6;8445090042011;246;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/6/0/6/11606.jpg;Accesorios;"Gimnasia rítmica";Naranja;"600 cm"
24398;24398.028.4;8435585074603;113;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/6/0/8/11608.jpg;Accesorios;"Gimnasia rítmica";Azul;"400 cm"
24398;24398.028.6;8435585074610;196;"CINTA RÍTMICA SIN VARILLA";Softee;https://cdn.jimsports.shop/1/1/6/0/8/11608.jpg;Accesorios;"Gimnasia rítmica";Azul;"600 cm"
24399;24399.003.210;8435585074627;0;"DISCO VOLADOR DE FOAM";Softee;https://cdn.jimsports.shop/1/1/7/4/5/11745.jpg;Lanzamiento;"Deportes alternativos";Rojo;"21 cm"
24399;24399.028.210;8435585074658;0;"DISCO VOLADOR DE FOAM";Softee;https://cdn.jimsports.shop/5/7/0/8/5708.jpg;Lanzamiento;"Deportes alternativos";Azul;"21 cm"
24400;24400.001.110;8435585074801;300;"PORTERÍA MULTIUSOS METÁLICA -INCLUYE RED-";Softee;https://cdn.jimsports.shop/5/7/1/2/5712.jpg;Accesorios;Hockey/Floorball;Negro;"140x105 cm"
24401;24401.001.10;8435406818799;824;"JUEGO PESAS VINILO SOFTEE";Softee;https://cdn.jimsports.shop/5/7/1/8/5718.jpg;"Actividades dirigidas";Fitness;Negro;"5 kg"
24401;24401.003.3;8435406818737;1707;"JUEGO PESAS VINILO SOFTEE";Softee;https://cdn.jimsports.shop/5/7/1/8/5718.jpg;"Actividades dirigidas";Fitness;Rojo;"1 kg"
24401;24401.004.5;8435406818744;1807;"JUEGO PESAS VINILO SOFTEE";Softee;https://cdn.jimsports.shop/5/7/1/8/5718.jpg;"Actividades dirigidas";Fitness;Verde;"1,5 kg"
24401;24401.005.8;8435406818775;322;"JUEGO PESAS VINILO SOFTEE";Softee;https://cdn.jimsports.shop/5/7/1/8/5718.jpg;"Actividades dirigidas";Fitness;Amarillo;"3 kg"
