"entity_id,""attribute_set_id"",""type_id"",""awards"",""case_pack"",""cost"",""created_at"",""description"",""eco_collection"",""emybaby"",""estuche_caja_alto"",""estuche_caja_ancho"",""estuche_caja_largo"",""estuche_caja_volumen"",""featured"",""fecha_disponible"",""gift_message_available"",""grow_fun"",""habilidades_nucleo"",""has_options"",""image"",""image_label"",""inteligencias_multiples"",""inteligencias_multiples_principal"",""inteligencias_multiples_principal_value"",""juegos_play_miniland"",""links_exist"",""links_purchased_separately"",""links_title"",""mas_vendidos"",""mgs_brand"",""mgs_brand_value"",""mgs_image_dimention"",""mgs_image_dimention_more_view"",""mgs_j360"",""mpcp_enddate"",""mpcp_hideaction"",""mpcp_isactive"",""mpcp_specificurl"",""mpcp_startdate"",""msrp"",""msrp_display_actual_price_type"",""name"",""necesidades_especiales"",""new"",""news_from_date"",""news_to_date"",""play_miniland"",""price"",""price_type"",""price_view"",""product_ean"",""rango_edad"",""rango_edad_reduced"",""referencia"",""required_options"",""security_image_url"",""short_description"",""size"",""size_value"",""sku"",""sku_type"",""small_image"",""small_image_label"",""special_from_date"",""special_price"",""special_to_date"",""swatch_image"",""tax_class_id"",""tematicas"",""thumbnail"",""thumbnail_label"",""updated_at"",""url_key"",""url_path"",""visibility"",""weight"",""weight_type""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"934,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.280000"",""0.030000"",""0.208000"",""0.001747"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031563_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto dune para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315634"",""11842"",,CONJUNTO CHICO DUNE 38CM,0,http://minilandgroup.com/pub/media/security/31563_S01.JPG,<p><span> Esta colección de trajes y zapatos de Miniland estáconfeccionada en tonos  neutrales y es un complemento ideal para los muñecos Miniland dolls de  32 cmAdemás con nuestra plataforma educativa miniland teach&play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa</span></p>,,,""5005031563"",,/5/0/5005031563_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031563_1.jpg,,""2025-10-28 11:13:20"",conjunto-chico-dune-38cm.html,,4,0.0333,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"935,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.280000"",""0.030000"",""0.208000"",""0.001747"",1,""2026-03-30 00:00:00"",,0,""11613,11614,11627,11615"",0,/5/0/5005031564_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto dune para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315641"",""11842"",,CONJUNTO CHICA DUNE  38CM,0,http://minilandgroup.com/pub/media/security/31564_S01.JPG,""<p><span>¡Viste a tu muñeco con estilo y comodidad con nuestro conjunto Dune! Este encantador conjunto incluye una cinta, un elegante vestido y un cómodo pantalón, perfecto para todas las aventuras del día a día. Diseñado con diferentes tipos de abroches, este conjunto no solo es adorable, sino que también ayuda al desarrollo de la psicomotricidad fina de los niños/as.Explora una experiencia educativa aún más enriquecedora con nuestra plataforma Miniland Teach&amp";"Play. Accede a recursos y juegos gratuitos que complementan este producto y hacen que la diversión educativa sea aún más emocionante.</span></p>"",,,""5005031564"",,/5/0/5005031564_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031564_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-dune--38cm.html,,4,0.0371,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"936,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.310000"",""0.030000"",""0.208000"",""0.001934"",1,,0,0,""11613,11614,11627,11615"",0,/5/0/5005031565_1_4163.jpg,""5005031565"",""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto forest para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315658"",""11842"",,CONJUNTO CHICO FOREST 38CM,0,http://minilandgroup.com/pub/media/security/31565_S01.jpg,""<p><span>¡Prepara a tu muñeco para la aventura con nuestro conjunto Forest! Este conjunto incluye una chaqueta estilo handmade en verde, una camiseta y un pantalón verde clarito, perfectos para cualquier ocasión. Con diferentes tipos de abroches que ayudan al desarrollo de la psicomotricidad fina, este conjunto ofrece tanto estilo como funcionalidad.Descubre una experiencia educativa completa con nuestra plataforma Miniland Teach&amp";"Play. Accede a recursos y juegos gratuitos que complementan este producto y enriquecen la experiencia educativa de los más pequeños.</span></p>"",,,""5005031565"",,/5/0/5005031565_1_4163.jpg,""5005031565"",,,,no_selection,4,""11759,11758"",/5/0/5005031565_1_4163.jpg,""5005031565"",""2025-10-28 11:13:20"",conjunto-chico-forest-38cm.html,,4,0.0594,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"937,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.310000"",""0.030000"",""0.208000"",""0.001934"",1,""2026-05-13 00:00:00"",,0,""11613,11614,11627,11615"",0,/5/0/5005031566_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto forest para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315665"",""11842"",,CONJUNTO CHICA FOREST 38CM,0,http://minilandgroup.com/pub/media/security/31566_S01.jpg,""<p><span>Explora la naturaleza con nuestro conjunto Forest para muñecos de 38 cm. Este conjunto incluye una cinta para el pelo, una camiseta y un pantalón, todo diseñado para acompañar a tu muñeco en sus aventuras diarias. Con diferentes tipos de abroches que favorecen el desarrollo de la psicomotricidad fina, este conjunto es práctico y divertido.Además, accede a una experiencia educativa enriquecedora con nuestra plataforma Miniland Teach&amp";"Play. Descubre recursos y juegos gratuitos que complementan este producto y amplían la experiencia educativa de los más pequeños.</span></p>"",,,""5005031566"",,/5/0/5005031566_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031566_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-forest-38cm.html,,4,0.0402,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"938,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.310000"",""0.030000"",""0.208000"",""0.001934"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031567_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto sea para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315672"",""11842"",,CONJUNTO CHICO SEA 38CM,0,http://minilandgroup.com/pub/media/security/31567_S01.jpg,""<p><span>Sumérgete en aventuras marinas con nuestro conjunto Sea para muñecos de 38 cm. Este conjunto incluye una camiseta y un pantalón, diseñados para acompañar a tu muñeco en sus momentos cotidianos. Desde la hora del baño hasta la siesta o el paseo, estas prendas son ideales para cualquier ocasión.Con diferentes tipos de abroches que promueven el desarrollo de la psicomotricidad fina, este conjunto ofrece comodidad y diversión para tu muñeco. Además, aprovecha nuestra plataforma educativa Miniland Teach&amp";"Play para acceder a recursos y juegos gratuitos que enriquecen la experiencia educativa.</span></p>"",,,""5005031567"",,/5/0/5005031567_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031567_1.jpg,,""2025-10-28 11:13:20"",conjunto-chico-sea-38cm.html,,4,0.0327,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"939,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.280000"",""0.030000"",""0.208000"",""0.001747"",1,""2026-03-30 00:00:00"",,0,""11613,11614,11627,11615"",0,/5/0/5005031568_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto sea para muñeco 38 cm,0,1,,,1,13.1400,,,""8413082315689"",""11842"",,CONJUNTO CHICA SEA 38CM,0,http://minilandgroup.com/pub/media/security/31568_S01.jpg,""<p><span>Nueva colección de ropita y accesorios para muñeco recién nacido. Incluye las prendas y complementos más habituales en situaciones cotidianas del bebécomo la hora del baño, la siesta o el paseo. Con diferentes tipos de abroches para ayudar al desarrollo de la psicomotricidad fina.</span></p>"",,,""5005031568"",,/5/0/5005031568_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031568_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-sea-38cm.html,,4,0.0335,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"940,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.210000"",""0.015000"",""0.208000"",""0.000655"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031665_1.jpg,,""11669,11664"",11887,Social,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto dune para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316655"",""11842"",,CONJUNTO CHICO DUNE 21 CM,0,http://minilandgroup.com/pub/media/security/31665_S01.jpg,""<p><span>Prepara a tu muñeco para un día lleno de diversión con nuestro Conjunto Dune de 21cm. Este adorable conjunto incluye un pañuelo para la cabeza, una camiseta con un encantador estilo handmade y unos pantalones marrones.Esta nueva colección de ropa y accesorios para muñecos recién nacidos ofrece las prendas y complementos más habituales para las actividades diarias del bebé, como la hora del baño, la siesta o el paseo. Además, cuenta con diferentes tipos de abroches que ayudan al desarrollo de la psicomotricidad fina.¡Y eso no es todo! Con nuestra plataforma educativa Miniland Teach&amp";"Play, tendrás acceso a recursos y juegos gratuitos relacionados con este producto, ampliando así la experiencia educativa de tus pequeños.</span></p>"",,,""5005031665"",,/5/0/5005031665_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031665_1.jpg,,""2025-10-28 11:13:20"",conjunto-chico-dune-21-cm.html,,4,0.0507,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"941,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p><br><p></p>,,0,""0.210000"",""0.015000"",""0.208000"",""0.000655"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031666_1.jpg,,""11669,11666,11664"",11881,Activa y Corporal,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto dune para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316662"",""11842"",,CONJUNTO CHICA DUNE 21 CM,0,http://minilandgroup.com/pub/media/security/31666_S01.jpg,""<p><span>Nueva colección de ropita y accesorios para muñeco recién nacido. Incluye las prendas y complementos más habituales en situaciones cotidianas del bebécomo la hora del baño, la siesta o el paseo. Con diferentes tipos de abroches para ayudar al desarrollo de la psicomotricidad fina.</span></p><br><p></p>"",,,""5005031666"",,/5/0/5005031666_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031666_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-dune-21-cm.html,,4,0.0305,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"942,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.200000"",""0.015000"",""0.208000"",""0.000624"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031667_1.jpg,,""11669,11666,11664"",11881,Activa y Corporal,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto forest para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316679"",""11842"",,CONJUNTO CHICO FOREST 21 CM,0,http://minilandgroup.com/pub/media/security/31667_S01.jpg,""<p><span>Prepara a tu muñeco con estilo con nuestro Conjunto Forest de 21cm. Este encantador conjunto incluye un pañuelo para la cabeza y un peto verde suave, perfecto para las aventuras diarias.Esta nueva colección de ropa y accesorios para muñecos recién nacidos ofrece las prendas más prácticas y cómodas para situaciones cotidianas como la hora del baño, la siesta o el paseo. Además, cuenta con diferentes tipos de abroches que promueven el desarrollo de la psicomotricidad fina.Y eso no es todo, ¡con nuestra plataforma educativa Miniland Teach&amp";"Play tendrás acceso a recursos y juegos gratuitos que enriquecen la experiencia educativa de tus pequeños!</span></p>"",,,""5005031667"",,/5/0/5005031667_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031667_1.jpg,,""2025-10-28 11:13:20"",conjunto-chico-forest-21-cm.html,,4,0.0228,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"943,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.200000"",""0.015000"",""0.208000"",""0.000624"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031668_1.jpg,,""11669,11666,11664"",11881,Activa y Corporal,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto forest para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316686"",""11842"",,CONJUNTO CHICA FOREST 21 CM,0,http://minilandgroup.com/pub/media/security/31668_S01.jpg,""<p><span>Viste a tu muñeco con encanto con nuestro Conjunto Forest de 21cm. Este conjunto único presenta una camisa de tirantes estilo handmade y unos adorables pantalones rosita a juego, perfectos para cualquier ocasión.Nuestra nueva colección de ropa y accesorios para muñecos recién nacidos ofrece las prendas más prácticas y cómodas para las rutinas diarias del bebé, como la hora del baño, la siesta o el paseo. Además, cada pieza cuenta con diferentes tipos de abroches que fomentan el desarrollo de la psicomotricidad fina.¡Y eso no es todo! Con nuestra plataforma educativa Miniland Teach&amp";"Play, tendrás acceso a una amplia variedad de recursos y juegos gratuitos que enriquecerán la experiencia educativa de tus pequeños.</span></p>"",,,""5005031668"",,/5/0/5005031668_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031668_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-forest-21-cm.html,,4,0.0277,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"944,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Clothes with hanger.</span></p>,,0,""0.210000"",""0.015000"",""0.208000"",""0.000655"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031669_1.jpg,,""11669,11666,11664"",11881,Activa y Corporal,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto sea para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316693"",""11842"",,CONJUNTO CHICO SEA 21 CM,0,http://minilandgroup.com/pub/media/security/31669_S01.jpg,""<p><span>Haz que tu muñeco luzca con estilo con nuestro Conjunto Sea de 21cm. Este encantador conjunto incluye un pañuelo para la cabeza y un peto de tirantes a rayas, ideal para cualquier ocasión.Nuestra última colección de ropa y accesorios para muñecos recién nacidos ofrece todo lo necesario para las rutinas diarias del bebé, desde la hora del baño hasta la siesta o el paseo. Cada prenda viene con diferentes tipos de abroches que facilitan el desarrollo de la psicomotricidad fina.Y eso no es todo, ¡con nuestra plataforma educativa Miniland Teach&amp";"Play, tendrás acceso a una amplia variedad de recursos y juegos gratuitos que enriquecerán la experiencia educativa de tus pequeños!</span></p>"",,,""5005031669"",,/5/0/5005031669_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031669_1.jpg,,""2025-10-28 11:13:20"",conjunto-chico-sea-21-cm.html,,4,0.0253,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"945,4,simple,,""6"",,""2021-07-29 09:11:59"",<p><span>Ropa con percha</span></p>,,0,""0.210000"",""0.015000"",""0.208000"",""0.000655"",1,,,0,""11613,11614,11627,11615"",0,/5/0/5005031670_1.jpg,,""11669,11666,11664"",11881,Activa y Corporal,""11803"",,,,0,,,,,0,,0,0,,,,""0"",Ropa Conjunto sea para muñeco 21 cm,0,1,,,1,10.6610,,,""8413082316709"",""11842"",,CONJUNTO CHICA SEA 21 CM,0,http://minilandgroup.com/pub/media/security/31670_S01.jpg,""<p><span>Haz que tu muñeco destaque con nuestro Conjunto Sea de 21cm. Este adorable conjunto cuenta con una chaqueta amarilla con capucha estilo handmade, un vestido y un pantalón blanco, perfectos para cualquier ocasión.Nuestra nueva colección de ropa y accesorios para muñecos recién nacidos incluye las prendas y complementos más indispensables para las rutinas diarias del bebé, desde la hora del baño hasta la siesta o el paseo. Cada prenda está diseñada con diferentes tipos de abroches que facilitan el desarrollo de la psicomotricidad fina.Además, con nuestra plataforma educativa Miniland Teach&amp";"Play, podrás acceder a una amplia variedad de recursos y juegos gratuitos relacionados con este producto, enriqueciendo así la experiencia educativa de los más pequeños.</span></p>"",,,""5005031670"",,/5/0/5005031670_1.jpg,,,,,,4,""11759,11758"",/5/0/5005031670_1.jpg,,""2025-10-28 11:13:20"",conjunto-chica-sea-21-cm.html,,4,0.0533,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"950,4,simple,""11969,11988,12002"",""4"",,""2021-10-15 14:02:19"",<p><span> Este producto viene en bolsa transparente</span></p>,,0,""0.380000"",""0.170000"",""0.110000"",""0.007106"",1,,0,0,""11614,11627,11615,11633"",0,/5/0/5005031237_1_5858.jpg,""5005031237"",""11669,11664"",11887,Social,""11801,11802"",,,,0,,,,,0,,0,0,,,,""0"",Muñeco latino con Síndrome de Down 38 cm,1,1,,,1,21.4050,,,""8413082312374"",""11905"",,MUÑECO LATINO SIND DOWN38/BO,0,http://minilandgroup.com/pub/media/security/31237_S01.jpg,""<p><span>Muñeco de origen latinoamericano con Síndrome de Down. Tiene el pelo oscuro y ojos marrones, y forma parte de la colección Miniland Dolls, que fomenta principios como la diversidad y la tolerancia. Además, es anatómicamente realista, mide 38 cm y estáfabricado con un vinilo suave en España. Es articulado para que se puedan colocar sentados o acostados. ¡Aprender es muy divertido con miniland teach&play! En la plataforma encontrarás recursos gratuitos y juegos educativos para utilizar en el aula.</span></p>"",,,""5005031237"",,/5/0/5005031237_1_5858.jpg,""5005031237"",,,,no_selection,4,""11752,11754"",/5/0/5005031237_1_5858.jpg,""5005031237"",""2025-12-12 03:16:34"",muneco-latino-sind-down38bo.html,,4,0.6100,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"951,4,simple,""11969,11988,12002"",""4"",,""2021-10-15 14:02:20"",""<p><span style=""""font-size:16px";">Este producto viene en bolsa transparente</span></p><p></p>"",,0,""0.380000"",""0.170000"",""0.110000"",""0.007106"",1,,0,0,""11614,11627,11615,11633"",0,/5/0/5005031238_1.jpg,,""11669,11664"",11887,Social,""11801,11802"",,,,0,,,,,0,,0,0,,,,""0"",Muñeca latina con Síndrome de Down 38 cm,1,1,,,1,21.4049,,,""8413082312381"",""11905"",,MUÑECA LATINA SIND DOWN38/BO,0,http://minilandgroup.com/pub/media/security/31238_S01.jpg,""<p><span style=""""font-size:16px";">La muñeca de origen latinoamericano con Síndrome de Down tiene pelo oscuro, piel morena y ojos marrones. La colección Miniland Dolls de la que forma parte fomenta valores como el respeto y la tolerancia hacia las personas de nuestro entorno. Es articulada y anatómicamente correcta, para que los niños puedan distinguir entre distintas condiciones, géneros y orígenes. Mide 38 cm y está realizada a base de vinilo.</span></p><p><span style=""""font-size:16px";">¿Conoces la plataforma miniland teach&play? En ella, los peques acceden a recursos educativos y juegos gratuitos. ¡Que no pare la diversión!</span></p><p></p>"",,,""5005031238"",,no_selection,,,,,no_selection,4,""11752,11754"",/5/0/5005031238_1.jpg,,""2025-10-28 11:13:20"",muneca-latina-sind-down38bo.html,,4,0.6100,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"952,4,simple,""12002"",""6"",,""2021-10-25 20:21:24"",""<p><span style=""""font-size:16px";">64 ositos, 4 bases de juego y 20 actividades.</span></p><br><p></p>"",,0,""0.210000"",""0.345000"",""0.095000"",""0.006883"",1,""2026-07-27 00:00:00"",0,0,""11613,11621,11625,11622"",0,/5/0/5005032149_1_9197.jpg,""5005032149"",""11667,11668"",11881,Activa y Corporal,,,,,0,,,,,0,,0,0,,,,""0"",Juego matemático y razonamiento ECO Color Bears,0,1,,,0,37.9340,,,""8413082321499"",""11842"",,ECO MATH CONNECTABLE BEARS,0,http://minilandgroup.com/pub/media/security/32149_S01.JPG,""<p><span style=""""font-size:16px";">Este juguete educativo ayudará a los más pequeños a iniciarse en el mundo de las matemáticas. Sus piezas, con forma de osito, están fabricadas con bioplástico procedente de la caña de azúcar. También la base de espuma donde se colocan las piezas se confecciona con materiales reciclados y las fichas de juego están fabricadas en cartón.  Este juego sirve de gran ayuda en el desarrollo de la coordinación visomotora, en la orientación espacial y en la introducción a las matemáticas. Además, permite la posibilidad de trabajar sobre la base tanto de manera horizontal como vertical, y también fuera de ella.</span></p><p><span style=""""font-size:16px";">Fabricado en material de origen natural procedente de la caña de azúcar, un material eco-friendly duradero y flexible.</span></p><br><p></p>"",,,""5005032149"",,/5/0/5005032149_1_9197.jpg,""5005032149"",,,,no_selection,4,""11750,11903"",/5/0/5005032149_1_9197.jpg,""5005032149"",""2025-10-28 11:13:20"",eco-color-bears.html,,4,1.0100,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"957,4,simple,,""2"",,""2021-11-25 21:11:19"",""<p><span style=""""font-size:16px";">La canastilla incluye los siguientes productos:</span></p><br><p><span style=""""font-weight:bold";font-size:16px;">dreambuddy</span><span style=""""font-size:16px";"> es el compañero de sueños ideal para tu bebé. Adorable y muy suave, es perfecto en cualquier situación, como a la hora de irse a la cama. Funcionará como objeto de apego, para ayudar al más pequeño a sentir seguridad. Además, cuenta con un bolsillo en su parte trasera, para que los niños y las niñas lo llenen con aquello con lo que les gustaría soñar. </span></p><p><span style=""""font-size:16px";">Para conocer más información sobre el producto accede a este enlace en tu navegador: </span></p><p><span style=""""font-size:16px";">https://minilandgroup.com/family/es/dreambuddy-pixie/ </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">carebook</span><span style=""""font-size:16px";"> es una funda de cartilla sanitaria y portadocumentos. Ideal para transportar de forma ordenada y accesible las tarjetas y toda la documentación relativa al bebé. </span></p><p><span style=""""font-size:16px";">Para conocer más información sobre el producto accede a este enlace en tu navegador: </span></p><p><span style=""""font-size:16px";">https://minilandgroup.com/family/es/carebook-magical/ </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">thermobaby</span><span style=""""font-size:16px";"> es una botellita térmica de acero inoxidable 304 con tetina y capacidad de 240ml que conserva la temperatura de la bebida durante más tiempo gracias a su doble pared de acero. Además, cuenta con asas laterales, ideales para que el bebé pueda asirlas con sus pequeñas manos. </span></p><p><span style=""""font-size:16px";">Para conocer más información sobre el producto accede a este enlace en tu navegador: </span></p><p><span style=""""font-size:16px";">https://minilandgroup.com/family/es/thermobaby-magical/ </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Pacipocker</span><span style=""""font-size:16px";"> es un portachupetes tejido con asa para llevar que permite transportar los chupetes de tu bebé de una manera limpia e higiénica, siempre a salvo del contacto con impurezas. </span></p><p><span style=""""font-size:16px";">Para conocer más información sobre el producto accede a este enlace en tu navegador: </span></p><p><span style=""""font-size:16px";">https://minilandgroup.com/family/es/pacipocket-magical/ </span></p><br><p></p>"",,0,""0.104000"",""0.350000"",""0.235000"",""0.008554"",1,,0,0,,0,/5/0/5005001026_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Set de regalo bebé pixie,0,0,,,0,57.7686,,,""8413082010263"",""11836"",,SET DE REGALO BEBÉ PIXIE,0,,""<p><span style=""""font-size:16px";">¿Quieres acertar con tu regalo a un bebé? ¡Pues aquí tienes un set de regalo para bebés tematizado por Miniland!</span></p><p><span style=""""font-size:16px";">Este set para el cuidado de los más pequeños incluye:</span></p><p><span style=""""font-family:Symbol";>·&nbsp;"</span><span style=""""font-family:MS Sans Serif";font-size:16px;">Un elfo mágico que será el compañero de sueño ideal para el bebé durante todo su crecimiento (</span><span style=""""font-weight:bold";font-family:MS Sans Serif;font-size:16px;">dreambuddy pixie</span><span style=""""font-family:MS Sans Serif";font-size:16px;"> de Miniland).</span></p><p><span style=""""font-family:Symbol";font-size:16px;>·&nbsp;"</span><span style=""""font-family:MS Sans Serif";font-size:16px;">Una botellita de acero inoxidable con tetina para líquidos (</span><span style=""""font-weight:bold";font-family:MS Sans Serif;font-size:16px;">thermobaby</span><span style=""""font-family:MS Sans Serif";font-size:16px;"> de Miniland).</span></p><p><span style=""""font-family:Symbol";font-size:16px;>·&nbsp;"</span><span style=""""font-family:MS Sans Serif";font-size:16px;">La funda de cartilla sanitaria y portadocumentos decorada (</span><span style=""""font-weight:bold";font-family:MS Sans Serif;font-size:16px;">carebook</span><span style=""""font-family:MS Sans Serif";font-size:16px;"> de Miniland).</span></p><p><span style=""""font-family:Symbol";font-size:16px;>·&nbsp;"</span><span style=""""font-family:MS Sans Serif";font-size:16px;">El portachupetes de tela para guardarlo (</span><span style=""""font-weight:bold";font-family:MS Sans Serif;font-size:16px;">pacipocket</span><span style=""""font-family:MS Sans Serif";font-size:16px;"> de Miniland).</span></p><br><p><span style=""""font-family:MS Sans Serif";font-size:16px;">Un set perfecto que encantará a las mamás y a los bebés.</span></p><br><p></p>"",,,""5005001026"",,/5/0/5005001026_1.jpg,,,,,,4,""11907"",/5/0/5005001026_1.jpg,,""2025-10-28 11:12:26"",cesta-navidad-magical-pixie.html,,4,1.5410,"
